Equipment_Name,MAC,IP,Device_Category,Device_Type,Notes,Status_Check,SNMP_Community,SNMP_Version,Network_Location_ID
2080 Eldridge C9 .91,0A:00:3E:91:E1:F9,10.2.80.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,144
2080 Eldridge C9 .90,0A:00:3E:92:4D:B8,10.2.80.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,144
2080 Eldridge C5 .50,0A:00:3E:03:0E:75,10.2.80.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,144
2080 Eldridge Eldridge SM to provide access to web power switch at base of towre,0A:00:3E:90:F2:DA,10.2.80.3,CPE,Relay Host SM - Cambium PMP100,,ICMP and SNMP,!highspeed,2,144
2080 Eldridge RM2 .20,68:72:51:03:11:88,10.2.80.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,144
2080 Eldridge AF5x .131,06:18:D6:E3:D1:B6,10.2.80.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,144
2080 Eldridge AF5x .130,06:18:D6:E3:D2:18,10.2.80.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,144
2080 Eldridge SiteMonitor,00:00:00:00:00:0A,10.2.80.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,144
2079 Oakland C9 .96,0A:00:3E:95:BE:08,10.2.79.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland C9 .95,0A:00:3E:93:08:F2,10.2.79.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland C9 .94,0A:00:3E:92:F0:AD,10.2.79.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland C9 .93,0A:00:3E:92:5B:DE,10.2.79.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland C9 .92,0A:00:3E:96:1D:D4,10.2.79.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland C9 .91,0A:00:3E:92:66:33,10.2.79.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland C5 .50,0A:00:3E:03:2D:F8,10.2.79.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland RM365 .30,68:72:51:43:7B:A7,10.2.79.30,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,143
2079 Oakland RTR,00:00:00:00:00:0A,10.2.79.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,143
2079 Oakland RM2 .25,68:72:51:03:5C:04,10.2.79.25,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,143
2079 Oakland UPS,00:00:00:00:00:0A,10.2.79.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,143
2079 Oakland 2081-2079-C5-PTP450,0A:00:3E:B3:0B:CC,10.2.79.147,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland AF5x .139,82:2A:A8:CE:1C:3D,10.2.79.139,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,143
2079 Oakland AF5x .138,82:2A:A8:CE:31:2F,10.2.79.138,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,143
2079 Oakland PBEM5 .119,80:2A:A8:EF:7C:8B,10.2.79.119,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,143
2079 Oakland C9+ .104,0A:00:3E:45:90:DF,10.2.79.104,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland C9+ .103,0A:00:3E:45:90:D1,10.2.79.103,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland C9+ .102,0A:00:3E:45:91:A2,10.2.79.102,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland C9+ .101,0A:00:3E:45:89:D5,10.2.79.101,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,143
2079 Oakland Netonix .10,00:00:00:00:00:0A,10.2.79.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,143
2078 Sleeper C9 .96,0A:00:3E:94:96:D1,10.2.78.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,142
2078 Sleeper C9 .95,0A:00:3E:95:30:AC,10.2.78.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,142
2078 Sleeper C9 .94,0A:00:3E:90:4C:D5,10.2.78.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,142
2078 Sleeper C9 .93,0A:00:3E:90:CB:68,10.2.78.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,142
2078 Sleeper C9 .92,0A:00:3E:91:B1:61,10.2.78.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,142
2078 Sleeper C9 .91,0A:00:3E:91:83:EF,10.2.78.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,142
2078 Sleeper RM365 .30,68:72:51:25:29:F9,10.2.78.30,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,142
2078 Sleeper RM2 .20,68:72:51:25:19:27,10.2.78.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,142
2078 Sleeper UPS,00:00:00:00:00:0A,10.2.78.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,142
2078 Sleeper C5 .131,0A:00:3E:38:3F:1F,10.2.78.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,142
2078 Sleeper C5 .130,0A:00:3E:39:03:24,10.2.78.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,142
2078 Sleeper Netonix .10,00:00:00:00:00:0A,10.2.78.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,142
2075 KBFL C9 .96,0A:00:3E:92:23:81,10.2.75.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,139
2075 KBFL C9 .95,0A:00:3E:90:57:B1,10.2.75.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,139
2075 KBFL C9 .94,0A:00:3E:91:F9:6E,10.2.75.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,139
2075 KBFL C9 .93,0A:00:3E:93:82:B6,10.2.75.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,139
2075 KBFL C9 .92,0A:00:3E:91:78:3F,10.2.75.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,139
2075 KBFL C9 .91,0A:00:3E:90:8F:3B,10.2.75.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,139
2075 KBFL PBEM5 .59,80:2A:A8:73:0D:7D,10.2.75.59,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,139
2075 KBFL C5 .56,0A:00:3E:04:C3:4F,10.2.75.56,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,139
2075 KBFL PBEM5 .52,80:2A:A8:63:ED:A7,10.2.75.52,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,139
2075 KBFL C5 .50,0A:00:3E:04:34:75,10.2.75.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,139
2075 KBFL RTR,00:00:00:00:00:0A,10.2.75.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,139
2074 Hammons RM365 .39,68:72:51:61:5E:23,10.2.74.39,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,138
2074 Hammons RM365 .30,00:27:22:4D:1F:3A,10.2.74.30,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,138
2074 Hammons RTR,00:00:00:00:00:0A,10.2.74.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,138
2074 Hammons UPS,00:00:00:00:00:0A,10.2.74.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,138
2074 Hammons PBEM5 .104,80:2A:A8:E5:2B:58,10.2.74.104,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,138
2074 Hammons PBEM5 .103,80:2A:A8:EF:7B:A6,10.2.74.103,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,138
2074 Hammons PBEM5 .101,44:D9:E7:49:DF:36,10.2.74.101,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,138
2074 Hammons C5 .100,0A:00:3E:B0:9D:C0,10.2.74.100,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,138
2074 Hammons Netonix .10,00:00:00:00:00:0A,10.2.74.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,138
2073 Double D C9 .96,0A:00:3E:91:DE:B5,10.2.73.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,137
2073 Double D C9 .95,0A:00:3E:93:01:D8,10.2.73.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,137
2073 Double D C9 .94,0A:00:3E:90:B7:6F,10.2.73.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,137
2073 Double D C9 .93,0A:00:3E:92:6D:C8,10.2.73.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,137
2073 Double D C9 .92,0A:00:3E:96:0D:59,10.2.73.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,137
2073 Double D C9 .91,0A:00:3E:96:0F:CB,10.2.73.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,137
2073 Double D NSM5 .52,DC:9F:DB:89:06:4B,10.2.73.52,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,137
2073 Double D RM5 .50,44:D9:E7:A3:C4:CF,10.2.73.50,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,137
2073 Double D CE2 .24,00:04:56:CA:7C:79,10.2.73.24,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,137
2073 Double D CE2 .23,00:04:56:CA:7C:D5,10.2.73.23,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,137
2073 Double D CE2 .22,00:04:56:CA:7C:73,10.2.73.22,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,137
2073 Double D CE2 .21,00:04:56:CA:7D:FB,10.2.73.21,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,137
2073 Double D UPS,00:00:00:00:00:0A,10.2.73.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,137
2073 Double D AF5x .131,82:2A:A8:CE:52:F1,10.2.73.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,137
2073 Double D AF5x .130,82:2A:A8:CE:1E:87,10.2.73.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,137
2073 Double D CMM,00:00:00:00:00:0A,10.2.73.11,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,137
2073 Double D CMM,00:00:00:00:00:0A,10.2.73.10,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,137
2072 Ebenezer C9 .96,0A:00:3E:92:82:6F,10.2.72.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C9 .95,0A:00:3E:90:42:BC,10.2.72.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C9 .94,0A:00:3E:92:93:49,10.2.72.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C9 .93,0A:00:3E:95:E9:64,10.2.72.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C9 .91,0A:00:3E:94:DB:9F,10.2.72.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C2 .26,0A:00:3E:25:3D:FB,10.2.72.26,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer RTR,00:00:00:00:00:0A,10.2.72.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C2 .22,0A:00:3E:26:1E:ED,10.2.72.22,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C2 .21,0A:00:3E:25:28:DF,10.2.72.21,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C2 .20,0A:00:3E:25:F0:24,10.2.72.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer UPS,00:00:00:00:00:0A,10.2.72.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C5 .131,0A:00:3E:B0:A2:FC,10.2.72.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,136
2072 Ebenezer C5 .130,0A:00:3E:B0:A2:4C,10.2.72.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,136
2071 Fordland C9+ .94,0A:00:3E:45:8F:DE,10.2.71.94,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C9+ .93,0A:00:3E:45:90:44,10.2.71.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C9+ .92,0A:00:3E:45:90:0B,10.2.71.92,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C9+ .91,0A:00:3E:45:88:0A,10.2.71.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland Netonix .9,00:00:00:00:00:0A,10.2.71.9,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,135
2071 Fordland PBEM5 .59,44:D9:E7:C9:C3:DA,10.2.71.59,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,135
2071 Fordland C5 .56,0A:00:3E:04:14:61,10.2.71.56,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C5 .55,0A:00:3E:01:24:82,10.2.71.55,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C5 .52,0A:00:3E:04:C9:FE,10.2.71.52,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland RTR,00:00:00:00:00:0A,10.2.71.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C2+ .24,0A:00:3E:47:D2:2C,10.2.71.24,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C2+ .23,0A:00:3E:48:52:8D,10.2.71.23,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C2+ .22,0A:00:3E:48:78:80,10.2.71.22,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C2+ .21,0A:00:3E:48:61:0A,10.2.71.21,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland C9 .138,0A:00:3E:38:3E:1F,10.2.71.138,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,135
2071 Fordland Netonix .11,00:00:00:00:00:0A,10.2.71.11,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,135
2071 Fordland NSM5 .105,80:2A:A8:67:24:3B,10.2.71.105,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,135
2071 Fordland NSM5 .101,80:2A:A8:75:39:35,10.2.71.101,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,135
2071 Fordland 13188 Dutch Hill PE HSM C2+(v5APR17-LH),0A:00:3E:48:79:10,10.2.71.100,CPE,Relay Host SM - Cambium PMP450,,ICMP and SNMP,!highspeed,2,135
2071 Fordland SiteMonitor,00:00:00:00:00:0A,10.2.71.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,135
2070 Elkland C9 .96,0A:00:3E:95:2F:D6,10.2.70.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,134
2070 Elkland C9 .95,0A:00:3E:94:3E:BF,10.2.70.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,134
2070 Elkland C9 .94,0A:00:3E:94:90:5D,10.2.70.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,134
2070 Elkland C9 .93,0A:00:3E:93:7E:9E,10.2.70.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,134
2070 Elkland C9 .92,0A:00:3E:94:3D:E8,10.2.70.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,134
2070 Elkland C9 .91,0A:00:3E:95:C2:FF,10.2.70.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,134
2070 Elkland NSM5 .54,44:D9:E7:25:C5:DD,10.2.70.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,134
2070 Elkland C5 .50,0A:00:3E:03:66:E7,10.2.70.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,134
2070 Elkland RTR,00:00:00:00:00:0A,10.2.70.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,134
2070 Elkland NSM2 .23,DC:9F:DB:6B:BF:34,10.2.70.23,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,134
2070 Elkland UPS,00:00:00:00:00:0A,10.2.70.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,134
2070 Elkland C5 .131,0A:00:3E:B0:A1:22,10.2.70.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,134
2070 Elkland C5 .130,0A:00:3E:B0:A6:05,10.2.70.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,134
2070 Elkland SiteMonitor,00:00:00:00:00:0A,10.2.70.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,134
2068 Feemster C9 .91,0A:00:3E:90:81:41,10.2.68.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,132
2068 Feemster C9 .90,0A:00:3E:91:01:F9,10.2.68.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,132
2068 Feemster C5 .59,0A:00:3E:D2:FD:36,10.2.68.59,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,132
2068 Feemster C5 .52,0A:00:3E:F1:70:DE,10.2.68.52,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,132
2068 Feemster C5 .50,0A:00:3E:D1:4C:06,10.2.68.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,132
2068 Feemster C5 .131,0A:00:3E:39:70:94,10.2.68.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,132
2068 Feemster C5 .130,0A:00:3E:39:70:71,10.2.68.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,132
2068 Feemster SiteMonitor,00:00:00:00:00:0A,10.2.68.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,132
2065 Sloan C9+ .99,0A:00:3E:45:93:0C,10.2.65.99,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,129
2065 Sloan 065 Sloan 450i S .93,0A:00:3E:45:8D:6B,10.2.65.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,129
2065 Sloan 065 Sloan 900 .10 914Mhz CC65 Omni ,0A:00:3E:90:F8:51,10.2.65.90,CPE,Relay Host SM - Cambium PMP100,,ICMP and SNMP,!highspeed,2,129
2065 Sloan RM365 .32,68:72:51:09:F2:B5,10.2.65.32,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,129
2065 Sloan NBM5 .131,68:72:51:37:A1:4A,10.2.65.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,129
2065 Sloan NBM5 .130,68:72:51:37:A4:05,10.2.65.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,129
2063 Odin C9 .96,0A:00:3E:91:A8:C7,10.2.63.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,127
2063 Odin C9 .95,0A:00:3E:91:6C:4F,10.2.63.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,127
2063 Odin C9 .94,0A:00:3E:93:A6:1E,10.2.63.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,127
2063 Odin C9 .93,0A:00:3E:90:2B:C3,10.2.63.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,127
2063 Odin C9 .92,0A:00:3E:94:CC:E8,10.2.63.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,127
2063 Odin C9 .91,0A:00:3E:93:D3:3E,10.2.63.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,127
2063 Odin RTR,00:00:00:00:00:0A,10.2.63.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,127
2063 Odin C2 .20,0A:00:3E:27:95:E5,10.2.63.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,127
2063 Odin UPS,00:00:00:00:00:0A,10.2.63.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,127
2063 Odin C5 .131,0A:00:3E:39:6A:62,10.2.63.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,127
2063 Odin C5 .130,0A:00:3E:39:6A:28,10.2.63.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,127
2063 Odin CMM,00:00:00:00:00:0A,10.2.63.10,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,127
2061 Hay Sales C9 .96,0A:00:3E:94:2F:F3,10.2.61.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,125
2061 Hay Sales C9 .95,0A:00:3E:91:F9:28,10.2.61.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,125
2061 Hay Sales C9 .94,0A:00:3E:90:EC:DE,10.2.61.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,125
2061 Hay Sales C9 .93,0A:00:3E:90:F1:6C,10.2.61.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,125
2061 Hay Sales C9 .92,0A:00:3E:90:39:EE,10.2.61.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,125
2061 Hay Sales RM5 .53,04:18:D6:E5:76:79,10.2.61.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,125
2061 Hay Sales C5 .50,0A:00:3E:04:9F:C7,10.2.61.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,125
2061 Hay Sales RTR,00:00:00:00:00:0A,10.2.61.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,125
2061 Hay Sales UPS,00:00:00:00:00:0A,10.2.61.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,125
2061 Hay Sales AF5x .131,06:18:D6:E3:49:54,10.2.61.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,125
2061 Hay Sales AF5x .130,06:18:D6:E3:E3:64,10.2.61.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,125
2061 Hay Sales CMM,00:00:00:00:00:0A,10.2.61.11,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,125
2061 Hay Sales SiteMonitor,00:00:00:00:00:0A,10.2.61.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,125
2039 Westwind RTR,00:00:00:00:00:0A,10.2.39.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,274
2039 Westwind PBEM5 .139,80:2A:A8:EF:7D:D9,10.2.39.139,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,274
2039 Westwind PBEM5 .138,80:2A:A8:EF:7C:2D,10.2.39.138,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,274
2037 Mayapple UPS,00:00:00:00:00:0A,10.2.37.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,264
2037 Mayapple PBEM5 .131,80:2A:A8:73:0B:9C,10.2.37.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,264
2037 Mayapple PBEM5 .130,44:D9:E7:49:DB:5E,10.2.37.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,264
2037 Mayapple Netonix .11,00:00:00:00:00:0A,10.2.37.11,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,264
2036 Grisham RM365 .30,68:72:51:6B:9B:7B,10.2.36.30,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,266
2032 Normal NSM5 .57,F0:9F:C2:85:5A:AD,10.2.32.57,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,282
2032 Normal RM365 .36,68:72:51:63:A0:D8,10.2.32.36,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,282
2032 Normal RM365 .34,68:72:51:63:A1:5A,10.2.32.34,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,282
2032 Normal PBEM5 .130,80:2A:A8:F3:7F:61,10.2.32.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,282
2032 Normal Netonix .10,00:00:00:00:00:0A,10.2.32.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,282
2030 Bassville C9+ .94,0A:00:3E:45:95:E4,10.2.30.94,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,38
2030 Bassville C9+ .93,0A:00:3E:45:94:F5,10.2.30.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,38
2030 Bassville C9+ .92,0A:00:3E:45:94:91,10.2.30.92,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,38
2030 Bassville C9+ .91,0A:00:3E:45:95:BC,10.2.30.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,38
2030 Bassville NSM5 .90,F0:9F:C2:59:F8:E8,10.2.30.90,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,38
2030 Bassville C5 .59,0A:00:3E:F6:FD:25,10.2.30.59,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,38
2030 Bassville PBEM5 .58,44:D9:E7:B3:C6:09,10.2.30.58,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,38
